norad,name,date,sma,ecc,ecc2,incl,raan,country,owner,users,purpose,perigee,apogee,mass,launch_date,lifetime,contractor,contractor_country,launch_site,launch_vehicle
7530,OSCAR 7,7/1/2012,7827652,0.00121,0,101.402,179.25,USA,Amsat-NA,Civil,Comms,1440.00,1459.00,29.00,11/15/1974,,Amsat-NA,USA,Vandenberg AFB,Delta 2310
23439,RADIO ROSTO,7/1/2012,8400581,0.0167,0.02,64.82,270.45,Russia,RS3A Control Station,Civil,Comms,1885.00,2165.00,,12/26/1994,,Nilakt Posto and radio amateurs,Russia,Baikonur Cosmodrome,Rokot
36122,XIWANG-1 (HOPE-1),7/1/2012,7577036.5,0.00079,0,100.3601,241.82,China,DFH Satellite/AMSAT-China,Civil,Comms,1193.00,1205.00,60.00,12/15/2009,,DFH Satellite,China,Taiyuan Launch Center,Long March 4C
23124,INTELSAT 702,12/4/2012,42181664,0.00024,0,1.2127,76.64,USA,"Intelsat, Ltd.",Commercial,Comms,35776.00,35796.00,3642.00,6/17/1994,15 yrs.,Loral Space Systems,USA,Guiana Space Center,Ariane 44LP
23227,OPTUS B3,4/24/2014,42164476,0.00021,0,5.4241,59.81,Australia,Optus Communications (Parent: Signapore Telecom),Commercial,Comms,35778.00,35796.00,2858.00,8/28/1994,10-14 yrs.,Hughes Space and Communications,USA,Xichang Satellite Launch Center,Long March CZ-2E
23331,ASTRA 1D,6/5/2013,42119488,0.00023,0,4.9793,62.09,Luxembourg,SES (Soci�t� Europ�enne des Satellites (SES)),Commercial,Comms,35776.00,35795.00,2924.00,11/1/1994,15 yrs.,Hughes,USA,Guiana Space Center,Ariane 42P
23864,PALAPA C2,9/12/2012,42164488,0.00006,0,2.1672,72.26,Indonesia,PT Indosat,Commercial,Comms,35784.00,35789.00,3014.00,5/15/1996,15 yrs.,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44L
23943,APSTAR 1A,7/17/2014,42164860,0.00013,0,7.7375,52.26,China,APT Satellite Holdings Ltd.,Commercial,Comms,35779.00,35790.00,1383.00,7/3/1996,,Hughes,USA,Xichang Satellite Launch Center,Long March 3
24315,AMC-1 (GE-1),5/29/2013,42164712,0.00033,0,0.0869,74.2,USA,SES (Soci�t� Europ�enne des Satellites (SES)),Commercial,Comms,35772.00,35800.00,2783.00,9/8/1996,15 yrs.,Lockheed Martin Commercial Space Systems,USA,Cape Canaveral,Atlas 2A
24653,MEASAT 2,10/11/2012,42166616,0.00011,0,4.3889,65.07,Malaysia,MEASAT Satellite Systems Sdn. Bhd.,Commercial,Comms,35782.00,35791.00,1450.00,11/14/1996,11.5 yrs.,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44L
24674,INMARSAT 3-F3,9/7/2012,42164572,0.00058,0,0.0107,284.48,United Kingdom,"INMARSAT, Ltd.",Commercial,Comms,35761.00,35810.00,2074.00,12/18/1996,13 yrs.,Lockheed Martin Commercial Space Systems,USA,Cape Canaveral,Atlas
24713,AMC-2 (GE-2),3/3/2013,42164344,0.00029,0,1.2246,75.64,USA,SES World Skies,Commercial,Comms,35774.00,35798.00,2648.00,1/30/1997,15 yrs.,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 44L
24880,SUPERBIRD C,9/28/2014,42164260,0.00013,0,4.9186,61.2,Japan,Sky Perfect JSAT Corporation,Commercial,Comms,35781.00,35792.00,3130.00,7/28/1997,10 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2AS
24901,ABS 5 (AGILA 2),11/23/2011,42199328,0.00039,0,0.736,82.77,Multinational,Asia Broadcast Satellite Ltd.,Commercial,Comms,35769.00,35802.00,3775.00,8/19/1997,15 yrs.,Space Systems/Loral,USA,Xichang Satellite Launch Center,Long March CZ3B
24916,INTELSAT 5 (PAS 5),9/22/2014,42095692,0.00029,0,1.5566,76.36,USA,"Intelsat, Ltd.",Commercial,Comms,35774.00,35798.00,2730.00,8/28/1997,15 yrs.,Hughes Space and Communications Group,USA,Baikonur Cosmodrome,Proton K
24936,AMC-3 (GE-3),2/23/2012,42113004,0.00021,0,0.0388,274.25,USA,SES World Skies,Commercial,Comms,35777.00,35795.00,2845.00,9/4/1997,15 yrs.,Lockheed Martin Commercial Space Systems,USA,Cape Canaveral,Atlas 2AS
24957,NSS 5 (INTELSAT 803),5/28/2013,42165100,0.00024,0,0.8605,78,Netherlands,SES World Skies/Intelsat [SES] (shared capacity),Commercial,Comms,35776.00,35796.00,3412.00,9/23/1997,14 yrs.,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 42L
25071,ASTRA 1G,8/12/2014,42109484,0.00013,0,0.2024,68.89,Luxembourg,SES (Soci�t� Europ�enne des Satellites (SES)),Commercial,Comms,35780.00,35791.00,3379.00,12/2/1997,15 yrs.,Hughes,USA,Baikonur Cosmodrome,Proton K
25112,ORBCOMM FM 8,8/21/2014,7146781,0.0007,0,45.0166,83.01,USA,ORBCOMM Inc.,Commercial,Comms,768.00,778.00,45.00,12/23/1997,5 yrs.,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus
25113,ORBCOMM FM 10,7/10/2014,7146926.5,0.00042,0,45.0172,276.95,USA,ORBCOMM Inc.,Commercial,Comms,770.00,776.00,45.00,12/23/1997,5 yrs.,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus
25115,ORBCOMM FM 12,8/28/2014,7146699.5,0.00042,0,45.0153,43.36,USA,ORBCOMM Inc.,Commercial,Comms,770.00,776.00,45.00,12/23/1997,5 yrs.,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus
25116,ORBCOMM FM 9,7/14/2012,7151907,0.00056,0,45.0185,106.05,USA,ORBCOMM Inc.,Commercial,Comms,769.00,777.00,45.00,12/23/1997,5 yrs.,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus
25119,ORBCOMM FM 7,2/22/2013,7150628.5,0.00021,0,45.0182,134.1,USA,ORBCOMM Inc.,Commercial,Comms,771.00,774.00,45.00,12/23/1997,5 yrs.,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus
25152,BRAZILSAT B3,2/21/2013,42198004,0.0004,0,0.8912,80.02,Brazil,Star One (SES [Soci�t� Europ�enne des Satellites (SES)]),Commercial,Comms,35769.00,35803.00,1780.00,2/4/1998,12 yrs.,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44LP
25153,INMARSAT 3-F5,8/17/2014,42163616,0.0004,0,0.5202,64.74,United Kingdom,"INMARSAT, Ltd.",Commercial,Comms,35769.00,35803.00,2000.00,2/4/1998,13 yrs.,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 44L
25159,ORBCOMM FM 4,12/23/2012,7180699.5,0.00488,0,107.9598,197.4,USA,ORBCOMM Inc.,Commercial,Comms,768.00,838.00,45.00,2/10/1998,5 yrs.,Orbital Sciences Corp.,USA,Vandenberg AFB,Taurus
25163,GLOBALSTAR M004,7/1/2012,7787960,0.00032,0,51.9995,95.05,USA,Globalstar,Commercial,Comms,1407.00,1412.00,450.00,2/14/1998,10 yrs.,Space Systems/Loral,USA,Cape Canaveral,Delta 7420
25307,GLOBALSTAR M006,7/22/2012,7791724,0.00013,0,51.9971,86.54,USA,Globalstar,Commercial,Comms,1413.00,1415.00,450.00,4/24/1998,10 yrs.,Space Systems/Loral,USA,Cape Canaveral,Delta 7420
25354,CHINASAT 5A (CHINASTAR1),5/20/2013,42162252,0.0002,0,0.1037,81.67,China,APT Satellite Holdings Ltd.,Commercial,Comms,35778.00,35795.00,3000.00,5/30/1998,15 yrs.,Lockheed Martin,USA,Xichang Satellite Launch Center,Long March 3B
25358,THOR 3,6/5/2012,42164988,0.00021,0,1.904,73.08,Norway,Telenor Satellite Broadcasting,Commercial,Comms,35777.00,35795.00,1400.00,6/10/1998,12 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Delta 2
25415,ORBCOMM FM 19,1/8/2012,7171266,0.00049,0,44.9963,218.4,USA,ORBCOMM Inc.,Commercial,Comms,788.00,795.00,45.00,8/2/1998,5 yrs.,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL
25416,ORBCOMM FM 20,6/22/2013,7168691,0.00007,0,44.9981,257.21,USA,ORBCOMM Inc.,Commercial,Comms,791.00,792.00,45.00,8/2/1998,5 yrs.,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL
25418,ORBCOMM FM 15,7/1/2012,7170462.5,0.00049,0,44.9997,122.32,USA,ORBCOMM Inc.,Commercial,Comms,788.00,795.00,45.00,8/2/1998,5 yrs.,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL
25462,ASTRA 2A,3/30/2013,42164012,0.00025,0,0.0336,153.96,Luxembourg,SES (Soci�t� Europ�enne des Satellites (SES)),Commercial,Comms,35776.00,35797.00,3635.00,8/30/1998,15 yrs.,Hughes,USA,Baikonur Cosmodrome,Proton K
25473,INTELSAT 7 (PAS 7),9/1/2014,42212520,0.00026,0,1.092,79.15,USA,"PanAmSat (Intelsat, Ltd.)",Commercial,Comms,35775.00,35797.00,3833.00,9/16/1998,15 yrs.,Space Systems/Loral,USA,Guiana Space Center,Ariane
25481,ORBCOMM FM 27,11/16/2012,7169824,0.00014,0,45.0088,282.12,USA,ORBCOMM Inc.,Commercial,Comms,790.00,792.00,45.00,9/23/1998,5 yrs.,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus
25522,INTELSAT 8 (PAS 8),9/11/2012,42164348,0.00029,0,0.0147,214.14,USA,"PanAmSat (Intelsat, Ltd.)",Commercial,Comms,35774.00,35798.00,3592.00,11/4/1998,15 yrs.,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton K
25558,SATMEX 5,5/9/2013,42143936,0.00015,0,0.091,77.83,Multinational,Eutelsat Americas,Commercial,Comms,35779.00,35792.00,3542.00,12/5/1998,15 yrs.,Hughes Space and Communications Company,USA,Guiana Space Center,Ariane 42L
25630,JCSAT 6,9/4/2014,42164860,0.0473,0,0.2015,86.82,Japan,Sky Perfect JSAT Corporation,Commercial,Comms,33782.00,37768.00,2900.00,2/15/1999,14.5 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2AS
25652,GLOBALSTAR M037,7/1/2012,7791957,0.00039,0,51.9994,199.6,USA,Globalstar,Commercial,Comms,1411.00,1417.00,450.00,3/15/1999,10 yrs.,Space Systems/Loral,USA,Baikonur Cosmodrome,Soyuz U
25666,INSAT 2E (APR-1),4/19/2012,42164864,0.00042,0,0.4492,77.84,USA,"Intelsat, Ltd.",Commercial,Comms,35769.00,35804.00,2550.00,4/3/1999,12 yrs.,Aerospatiale,France,Xichang Satellite Launch Center,Long March CZ3B
25740,NIMIQ 1,3/12/2013,42164924,0.00019,0,0.2777,77.43,Multinational,Arab Satellite Communications Org. (ASCO),Commercial,Comms,35778.00,35794.00,3600.00,5/20/1999,12 yrs.,Lockheed Martin/Spar Aerospace,USA/Canada,Baikonur Cosmodrome,Proton D
25785,ASTRA 1H,6/1/2013,42073292,0.00021,0,0.8517,78.28,Luxembourg,SES (Soci�t� Europ�enne des Satellites (SES)),Commercial,Comms,35776.00,35794.00,3690.00,6/18/1999,15 yrs.,Hughes,USA,Baikonur Cosmodrome,Proton D
25872,GLOBALSTAR M048,12/28/2012,8356751,0.00026,0,51.9409,347.38,USA,Globalstar,Commercial,Comms,1412.00,1416.00,450.00,7/25/1999,10 yrs.,Space Systems/Loral,USA,Cape Canaveral,Delta 7420
25873,GLOBALSTAR M026,8/15/2014,7791720.5,0.00006,0,52.0055,136.59,USA,Globalstar,Commercial,Comms,1413.00,1414.00,450.00,7/25/1999,10 yrs.,Space Systems/Loral,USA,Cape Canaveral,Delta 7420
25884,GLOBALSTAR M027,7/1/2012,7791765,0.00019,0,52.0093,20.17,USA,Globalstar,Commercial,Comms,1412.00,1415.00,450.00,8/17/1999,10 yrs.,Space Systems/Loral,USA,Cape Canaveral,Delta 7420
25894,ABS-7 (KOREASAT 3),2/29/2012,42164876,0.00013,0,0.0542,256.65,Multinational,Asia Broadcast Satellite Ltd.,Commercial,Comms,35780.00,35791.00,3500.00,9/4/1999,15 yrs.,Lockheed Martin Astro Space,USA,Guiana Space Center,Ariane
25922,GALAXY 27 (TELSTAR 7),5/20/2013,42138112,0.00021,0,0.1826,78.34,USA,"Intelsat, Ltd.",Commercial,Comms,35776.00,35794.00,3790.00,9/25/1999,13 yrs.,Space Systems/Loral,USA,Guiana Space Center,Ariane 44LP
25924,ABS 1 (LMI 1),6/8/2014,41967436,0.0002,0,0.1136,86.53,Multinational,Asia Broadcast Satellite Ltd.,Commercial,Comms,35777.00,35794.00,2894.00,9/26/1999,15 yrs.,Lockheed Martin,USA,Baikonur Cosmodrome,Proton
25937,DIRECTV 1R,5/23/2013,42164416,0.0002,0,0.792,76.32,Russia,Russian Satellite Communications Co.,Commercial,Comms,35778.00,35795.00,3420.00,10/10/1999,15 yrs.,Hughes Electronics Corp.,USA,Sea Launch (Odyssey),Zenit 3SL
25944,GLOBALSTAR M059,7/3/2014,7791717,0.00013,0,52.0049,86.72,USA,Globalstar,Commercial,Comms,1413.00,1415.00,450.00,10/18/1999,10 yrs.,Space Systems/Loral,USA,Baikonur Cosmodrome,Soyuz U
25945,GLOBALSTAR M056,9/15/2014,7791706,0.00006,0,51.9969,172.67,USA,Globalstar,Commercial,Comms,1413.00,1414.00,450.00,10/18/1999,10 yrs.,Space Systems/Loral,USA,Baikonur Cosmodrome,Soyuz U
25946,GLOBALSTAR M031,9/20/2012,7791721,0.00006,0,51.995,221.14,USA,Globalstar,Commercial,Comms,1477.00,1478.00,450.00,10/18/1999,10 yrs.,Space Systems/Loral,USA,Baikonur Cosmodrome,Soyuz U
25961,GLOBALSTAR M039,9/13/2014,7791737.5,0.00032,0,51.9967,0.54,USA,Globalstar,Commercial,Comms,1411.00,1416.00,450.00,11/22/1999,10 yrs.,Space Systems/Loral,USA,Baikonur Cosmodrome,Soyuz U
25963,GLOBALSTAR M029,7/15/2014,7791704.5,0.0341,0,51.9946,315.22,USA,Globalstar,Commercial,Comms,900.00,1413.00,450.00,11/22/1999,10 yrs.,Space Systems/Loral,USA,Baikonur Cosmodrome,Soyuz U
25980,ORBCOMM FM 30,8/28/2014,7165790,0.00056,0,45.0337,287.64,USA,ORBCOMM Inc.,Commercial,Comms,788.00,796.00,45.00,12/4/1999,5 yrs.,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL
25985,ORBCOMM FM 35,9/21/2012,7170173.5,0.00049,0,45.0438,350.43,USA,ORBCOMM Inc.,Commercial,Comms,788.00,795.00,45.00,12/4/1999,5 yrs.,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL
25986,ORBCOMM FM 34,6/10/2012,7170596,0.00063,0,45.0405,120.56,USA,ORBCOMM Inc.,Commercial,Comms,787.00,796.00,45.00,12/4/1999,5 yrs.,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL
26081,GLOBALSTAR M063,12/22/2012,7791719,0.00006,0,51.9999,298.61,USA,Globalstar,Commercial,Comms,1413.00,1414.00,450.00,2/8/2000,10 yrs.,Space Systems/Loral,USA,Cape Canaveral,Delta 7420
26089,GARUDA 1,8/9/2012,42164592,0.00032,0,1.0292,228.31,Multinational,Asia Cellular Satellite,Commercial,Comms,35774.00,35801.00,4291.00,2/12/2000,12 yrs.,Lockheed Martin Missiles and Space,USA,Baikonur Cosmodrome,Proton
26243,EUTE 16C (SESAT 1),7/2/2012,42165428,0.00075,0,0.5954,76.77,Multinational,Eutelsat S.A.,Commercial,Comms,35754.00,35817.00,2500.00,4/17/2000,,Alcatel Space/NPO PM (Applied Mechanics),France/Russia,Baikonur Cosmodrome,Proton K
26402,ECHOSTAR 6,4/5/2013,42367616,0.00027,0,1.1107,76.98,USA,"Echostar Technologies, LLC - leased to Bermuda, operated by SES Satellites",Commercial,Comms,35775.00,35798.00,3700.00,7/14/2000,12 yrs.,Space Systems/Loral,USA,Cape Canaveral,Atlas 2AS
26451,INTELSAT 9 (PAS 9),11/23/2012,42165444,0.00012,0,0.1203,81.5,USA,"PanAmSat (Intelsat, Ltd.)",Commercial,Comms,35782.00,35792.00,3659.00,7/28/2000,15 yrs.,Hughes,USA,Sea Launch (Odyssey),Zenit 3SL
26469,BRAZILSAT B4,7/25/2012,42165640,0.00033,0,0.0615,218.98,Brazil,Star One (SES [Soci�t� Europ�enne des Satellites (SES)]),Commercial,Comms,35772.00,35800.00,2495.00,8/17/2000,12 yrs.,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44LP
26483,SIRIUS 2,8/9/2012,42163892,0.471,0.27,63.9711,125.92,USA,Sirius XM Holdings,Commercial,Comms,12849.00,47048.00,3792.00,9/5/2000,15 yrs.,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton K
26494,ASTRA 2B,2/22/2013,42204868,0.00034,0,0.0507,20.38,Luxembourg,SES (Soci�t� Europ�enne des Satellites (SES)),Commercial,Comms,35772.00,35801.00,3315.00,9/14/2000,14yrs.,Astrium,France/UK/Germany,Guiana Space Center,Ariane 5G
26559,NSAT 110,12/19/2012,42165268,0.00006,0,0.0107,29.25,Japan,Sky Perfect JSAT Corporation,Commercial,Comms,35784.00,35789.00,3531.00,10/7/2000,15 yrs.,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 44L
26626,SIRIUS 3,8/20/2012,42163828,0.62,0.27,64.3088,5.83,USA,Sirius XM Holdings,Commercial,Comms,6179.00,47086.00,3727.00,11/30/2000,15 yrs.,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton K
26638,ASTRA 2D,5/20/2013,42164852,0.00038,0,0.9874,78.96,Luxembourg,SES (Soci�t� Europ�enne des Satellites (SES)),Commercial,Comms,35770.00,35802.00,1420.00,12/19/2000,15 yrs.,Hughes,USA,Guiana Space Center,Ariane 5G
26766,INTELSAT 10 (PAS 10),12/25/2012,42190236,0.00024,0,0.0613,58.82,USA,"PanAmSat (Intelsat, Ltd.)",Commercial,Comms,35776.00,35796.00,3739.00,5/14/2001,15 yrs.,Boeing Satellite Systems,USA,Baikonur Cosmodrome,Proton
26824,INTELSAT 901,4/10/2013,42164444,0.00027,0,0.0278,57.27,USA,"Intelsat, Ltd.",Commercial,Comms,35775.00,35798.00,4723.00,6/9/2001,13 yrs.,Lockheed Martin Commercial Space Systems,USA,Cape Canaveral,Atlas 2AS
26985,DIRECTV 4S,10/4/2012,42165832,0.00014,0,0.0081,201.06,USA,"DirecTV, Inc.",Commercial,Comms,35780.00,35792.00,4300.00,11/27/2001,15 yrs.,Hughes Electronics Corp.,USA,Guiana Space Center,Ariane 44LP
27399,JCSAT 8,9/4/2014,42164600,0.00007,0,0.0435,270.68,Japan,Sky Perfect JSAT Corporation,Commercial,Comms,35788.00,35794.00,2500.00,3/29/2002,11 yrs.,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44L
27414,NSS 7,6/3/2012,42166248,0.00027,0,0.037,315.58,Netherlands,SES (Soci�t� Europ�enne des Satellites (SES)),Commercial,Comms,35775.00,35798.00,4500.00,4/16/2002,14 yrs.,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 42L
27438,INTELSAT 905,5/8/2012,42164656,0.00044,0,0.0051,243.47,USA,"Intelsat, Ltd.",Commercial,Comms,35768.00,35805.00,4723.00,6/5/2002,13 yrs.,Space Systems/Loral,USA,Guiana Space Center,Ariane 44L
27441,EXPRESS 4A,7/12/2012,42165764,0.00029,0,2.6053,71.18,Russia,Russian Satellite Communications Company (Intersputnik),Commercial,Comms,35774.00,35798.00,2600.00,6/10/2002,7-10 yrs.,NPO-PM/Alcatel,Russia,Baikonur Cosmodrome,Proton K
27445,GALAXY 3C,7/11/2012,42165188,0.00005,0,0.008,198.28,USA,"PanAmSat (Intelsat, Ltd.)/DirecTV L.A.",Commercial,Comms,35784.00,35788.00,4860.00,6/15/2002,15 yrs.,Boeing Satellite Systems,USA,Sea Launch (Odyssey),Zenit 3SL
27460,EUTE 5 WEST A (STELLAT5),8/7/2012,42164332,0.00043,0,0.0787,37.29,Multinational,Eutelsat S.A.,Commercial,Comms,35769.00,35805.00,4050.00,7/5/2002,15 yrs.,Alcatel Space Industries,France,Guiana Space Center,Ariane 5
27499,EUTE HOT BIRD 13A (HB 6),7/9/2013,42163832,0.0007,0,0.0248,287.07,Multinational,Eutelsat S.A.,Commercial,Comms,35756.00,35815.00,3800.00,8/28/2002,12 yrs.,Alcatel Space Industries,France,Cape Canaveral,Atlas 5
27632,NIMIQ 2,6/26/2014,42275076,0.00017,0,0.0215,272.3,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Comms,35779.00,35793.00,3600.00,12/29/2002,12 yrs.,Lockheed Martin,USA,Baikonur Cosmodrome,Proton
28089,YAMAL 202,4/24/2013,42163652,0.00026,0,0.0302,264.31,Russia,Gazprom Space Systems,Commercial,Comms,35774.00,35796.00,1320.00,11/24/2003,12 yrs.,Rocket-Space Corporation Energia/Alcatel,Russia,Baikonur Cosmodrome,Proton K
28184,MBSAT,7/1/2013,42318852,0.00015,0,0.0111,306.89,Multinational,Asia Broadcast Satellite Ltd.,Commercial,Comms,35780.00,35793.00,4143.00,3/13/2004,12 yrs.,Space Systems/Loral,USA,Cape Canaveral,Atlas 3
28378,ANIK F2,5/22/2013,42164352,0.00011,0,0.0301,356.45,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Comms,35781.00,35790.00,5910.00,7/18/2004,15 yrs.,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 5
28393,AMAZONAS,9/20/2013,42127400,0.00025,0,0.062,52.88,Spain,Hispamar (subsidiary of Hispasat - Spain),Commercial,Comms,35776.00,35797.00,4545.00,8/4/2004,15 yrs.,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Proton M
28446,AMC-15,12/18/2012,42164984,0.00021,0,0.0156,331.22,USA,SES World Skies,Commercial,Comms,35777.00,35795.00,4200.00,10/14/2004,15 yrs.,Lockheed Martin,USA,Baikonur Cosmodrome,Proton M
28629,EXPRESS AM-2,7/18/2013,42164684,0.00004,0,0.0139,224.75,Russia,Russian Satellite Communications Company (Intersputnik),Commercial,Comms,35785.00,35788.00,2542.00,3/29/2005,12 yrs.,NPO-PM/Alcatel,Russia/France,Baikonur Cosmodrome,Proton K
28899,INMARSAT 4-F2,5/4/2013,42163300,0.00032,0,2.2737,347.79,United Kingdom,"INMARSAT, Ltd.",Commercial,Comms,35773.00,35800.00,5458.00,11/8/2005,15 yrs.,EADS Astrium,France/UK/Germany,Sea Launch (Odyssey),Zenit 3SL
29163,THAICOM 5,7/19/2012,42164372,0.00023,0,0.0494,260.57,Thailand,Thaicom Public Company Ltd.,Commercial,Comms,35777.00,35796.00,2800.00,5/27/2006,12 yrs.,Alcatel Alenia Space,France,Guiana Space Center,Ariane 5 ECA
29494,DIRECTV 9S,12/6/2012,42164964,0.00029,0,0.0208,12.12,USA,"DirecTV, Inc.",Commercial,Comms,35774.00,35798.00,5500.00,10/13/2006,15 yrs.,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA
31102,ANIK F3,9/7/2012,42164916,0.00019,0,0.0638,46.6,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Comms,35778.00,35794.00,4715.00,4/9/2007,15 yrs.,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Proton M
31571,GLOBALSTAR M065,1/1/2013,7791762,0.00032,0,51.9936,41.94,USA,Globalstar,Commercial,Comms,1411.00,1416.00,450.00,5/29/2007,10 yrs.,Space Systems/Loral/Alenia Aerospazio,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat
31574,GLOBALSTAR M072,11/20/2012,7791779.5,0.00026,0,52.0089,218.33,USA,Globalstar,Commercial,Comms,1412.00,1416.00,450.00,5/29/2007,10 yrs.,Space Systems/Loral/Alenia Aerospazio,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat
31576,GLOBALSTAR M071,8/28/2012,7791689,0.00019,0,52.0083,21.58,USA,Globalstar,Commercial,Comms,1412.00,1415.00,450.00,5/29/2007,10 yrs.,Space Systems/Loral/Alenia Aerospazio,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat
32018,SPACEWAY 3,9/4/2014,42164664,0.00002,0,0.0127,284.48,USA,Hughes Network Systems,Commercial,Comms,35785.00,35787.00,6100.00,8/14/2007,12 yrs.,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 5 ECA
32252,OPTUS D2,9/26/2012,42166412,0.0003,0,0.0083,189.5,Australia,Optus Communications (Parent: Singapore Telecom),Commercial,Comms,35774.00,35799.00,2400.00,10/5/2007,15 yrs.,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5
32263,GLOBALSTAR M067,5/22/2013,7791741.5,0.00006,0,51.9724,150.46,USA,Globalstar,Commercial,Comms,1413.00,1414.00,450.00,10/20/2007,10 yrs.,Space Systems/Loral/Alenia Aerospazio,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat
32264,GLOBALSTAR M070,9/13/2014,7791655.5,0.00019,0,51.9756,225.58,USA,Globalstar,Commercial,Comms,1412.00,1415.00,450.00,10/20/2007,10 yrs.,Space Systems/Loral/Alenia Aerospazio,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat
32265,GLOBALSTAR M066,7/9/2013,7791737.5,0.00019,0,51.9693,317.82,USA,Globalstar,Commercial,Comms,1412.00,1415.00,450.00,10/20/2007,10 yrs.,Space Systems/Loral/Alenia Aerospazio,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat
32266,GLOBALSTAR M068,7/1/2012,7790261,0.00019,0,51.9913,331.7,USA,Globalstar,Commercial,Comms,1411.00,1414.00,450.00,10/20/2007,10 yrs.,Space Systems/Loral/Alenia Aerospazio,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat
33056,TURKSAT 3A,3/2/2012,42164408,0.00018,0,0.0302,126.51,Turkey,Turksat,Commercial,Comms,35778.00,35793.00,3100.00,6/12/2008,,Thales Alenia Space,France,Guiana Space Center,Ariane 5 ECA
33278,INMARSAT 4-F3,10/2/2014,42164892,0.00027,0,3.0025,352.03,United Kingdom,"INMARSAT, Ltd.",Commercial,Comms,35775.00,35798.00,5960.00,8/18/2008,15 yrs.,EADS Astrium,France/UK/Germany,Baikonur Cosmodrome,Proton M
33453,CIEL-2,2/10/2012,42163628,0.00007,0,0.0106,126.85,Canada,Ciel Satellite Group,Commercial,Comms,35782.00,35788.00,5585.00,12/10/2008,15 yrs.,Thales Alenia Space,France,Baikonur Cosmodrome,Proton M
35493,SIRIUS FM-5,4/21/2013,42166184,0.00029,0,0.0334,271.7,USA,Sirius XM Holdings,Commercial,Comms,35774.00,35798.00,5800.00,6/30/2009,15 yrs.,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M
35496,TERRESTAR 1,10/14/2012,42164444,0.00009,0,4.4764,324.38,USA,TerraStar Corporation,Commercial,Comms,35783.00,35791.00,6910.00,7/1/2009,15 yrs.,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA
35812,PALAPA D,9/4/2014,42165288,0.00014,0,0.023,133.95,Indonesia,PT Indosat,Commercial,Comms,35780.00,35792.00,4100.00,8/31/2009,15 yrs.,Thales Alenia Space,France,Xichang Satellite Launch Center,Long March 3B
36106,INTELSAT 15,8/28/2014,42166212,0.00026,0,0.0325,82.75,USA,"Intelsat, Ltd./Sky Perfect JSAT Corp.",Commercial,Comms,35776.00,35798.00,2550.00,11/30/2009,17 yrs.,Orbital Sciences Corp.,USA,Baikonur Cosmodrome,Zenit 3SLB
